title,summary,url,source,publication_date,category
From Golla getting his first seat on the flight to missing the last cable car in Interlaken; A look at Bharti Singh and Haarsh Limbachiyaa's first Europe Trip with their little munchkin,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/from-golla-getting-his-first-seat-on-the-flight-to-missing-the-last-cable-car-in-interlaken-a-look-at-bharti-singh-and-haarsh-limbachiyaas-first-europe-trip-with-their-little-munchkin/photostory/113790237.cms,Times of India,2024-09-30,travel
5 sneakers you should stay away from; a Nike shoe is also on the list!,Video content available.,https://timesofindia.indiatimes.com/life-style/fashion/style-guide/5-sneakers-you-should-stay-away-from-a-nike-shoe-is-also-on-the-list/photostory/113701195.cms,Times of India,2024-09-30,general-5 sneakers you should stay away from; a Nike shoe is also on the list! news
Top tips to boost learning speed and enhance memory,Video content available.,https://timesofindia.indiatimes.com/life-style/relationships/web-stories/top-tips-to-boost-learning-speed-and-enhance-memory/photostory/113655945.cms,Times of India,2024-09-30,education
5 body language tips to appear more confident,Video content available.,https://timesofindia.indiatimes.com/life-style/relationships/work/5-body-language-tips-to-appear-more-confident/photostory/113734962.cms,Times of India,2024-09-30,general-5 body language tips to appear more confident news
Top 5 Indian states with the highest per capita income,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/top-5-indian-states-with-the-highest-per-capita-income/photostory/113702028.cms,Times of India,2024-09-30,general-Top 5 Indian states with the highest per capita income news
Do you know who was the first self-funded female space tourist to visit ISS,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/do-you-know-who-was-the-first-self-funded-female-space-tourist-to-visit-iss/articleshow/113815800.cms,Times of India,2024-09-30,general-Do you know who was the first self-funded female space tourist to visit ISS news
International Coffee Day 2024: Explore the global celebration of uniting all the coffee lovers,Video content available.,https://timesofindia.indiatimes.com/life-style/food-news/international-coffee-day-2024-explore-the-global-celebration-of-uniting-all-the-coffee-lovers/articleshow/113814867.cms,Times of India,2024-09-30,general-International Coffee Day 2024: Explore the global celebration of uniting all the coffee lovers news
"Gandhi Jayanti 2024: History, Significance, Facts, Celebration and all you need to know",Video content available.,https://timesofindia.indiatimes.com/life-style/events/gandhi-jayanti-2024-history-significance-facts-celebration-and-all-you-need-to-know/articleshow/113812859.cms,Times of India,2024-09-30,"general-Gandhi Jayanti 2024: History, Significance, Facts, Celebration and all you need to know news"
Second Mpox case in Kerala triggers Health Ministry alerts; essential dos and don’ts for managing Mpox,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/second-mpox-case-in-kerala-triggers-health-ministry-alerts-essential-dos-and-donts-for-managing-mpox/articleshow/113810206.cms,Times of India,2024-09-30,health
NASA found a planet made of diamond that is 9 times bigger than the Earth,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/nasa-found-a-planet-made-of-diamond-that-is-9-times-bigger-than-the-earth/articleshow/113809647.cms,Times of India,2024-09-30,general-NASA found a planet made of diamond that is 9 times bigger than the Earth news
7 cutest birds in the world you need to know about,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/7-cutest-birds-in-the-world-you-need-to-know-about/articleshow/113803393.cms,Times of India,2024-09-30,general-7 cutest birds in the world you need to know about news
Diljit Makes Pakistani Fan's Night at Manchester Concert; Special Interaction Goes Viral,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/diljit-makes-pakistani-fans-night-at-manchester-concert-special-interaction-goes-viral/videoshow/113811242.cms,Times of India,2024-09-30,entertainment
Diljit Makes Pakistani Fan's Night at Manchester Concert; Special Interaction Goes Viral,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/diljit-makes-pakistani-fans-night-at-manchester-concert-special-interaction-goes-viral/videoshow/113811242.cms,Times of India,2024-09-30,entertainment
Shah Rukh Khan's Heartfelt Speech on Gauri & ‘Tough Times’ At IIFA 2024 Wins Hearts,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/shah-rukh-khans-heartfelt-speech-on-gauri-tough-times-at-iifa-2024-wins-hearts/videoshow/113810246.cms,Times of India,2024-09-30,general-Shah Rukh Khan's Heartfelt Speech on Gauri & ‘Tough Times’ At IIFA 2024 Wins Hearts news
Selena Gomez Schooled By Netizens For Posting 'Private Video' On Internet,Video content available.,https://timesofindia.indiatimes.com/videos/entertainment/english/selena-gomez-schooled-by-netizens-for-posting-private-video-on-internet/videoshow/113811790.cms,Times of India,2024-09-30,technology
Karan Johar Trolled For Touching Shah Rukh Khan's Feet,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/karan-johar-trolled-for-touching-shah-rukh-khans-feet/videoshow/113790411.cms,Times of India,2024-09-30,general-Karan Johar Trolled For Touching Shah Rukh Khan's Feet news
Kangana Ranaut's New ₹3 Crore Luxury Car Raises Questions,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/kangana-ranauts-new-3-crore-luxury-car-raises-questions/videoshow/113791269.cms,Times of India,2024-09-30,general-Kangana Ranaut's New ₹3 Crore Luxury Car Raises Questions news
Justin Bieber's Latest Photos Raise Health Concern Amid Diddy Controversy,Video content available.,https://timesofindia.indiatimes.com/videos/entertainment/english/justin-biebers-latest-photos-raise-health-concern-amid-diddy-controversy/videoshow/113706429.cms,Times of India,2024-09-30,health
Campaign for J&K’s final phase ends,Video content available.,https://timesofindia.indiatimes.com/city/jammu/campaign-for-jks-final-phase-ends/articleshow/113793343.cms,Times of India,2024-09-30,general-Campaign for J&K’s final phase ends news
"BJP expels ex-minister, 7 other rebels in Haryana",Video content available.,https://timesofindia.indiatimes.com/city/chandigarh/bjp-expels-ex-minister-7-other-rebels-in-haryana/articleshow/113794431.cms,Times of India,2024-09-30,"general-BJP expels ex-minister, 7 other rebels in Haryana news"
"Kharge falls ill during rally, PM calls up to wish him recovery",Video content available.,https://timesofindia.indiatimes.com/india/kharge-falls-ill-during-rally-pm-calls-up-to-wish-him-recovery/articleshow/113797688.cms,Times of India,2024-09-30,"general-Kharge falls ill during rally, PM calls up to wish him recovery news"
"Mufti calls off campaign over Nasrallah death, BJP hits back",Video content available.,https://timesofindia.indiatimes.com/india/mufti-calls-off-campaign-over-nasrallah-death-bjp-hits-back/articleshow/113797787.cms,Times of India,2024-09-30,"general-Mufti calls off campaign over Nasrallah death, BJP hits back news"
"Dizziness on J&K dais halts Kharge speech, says won't die before ousting Modi",Video content available.,https://timesofindia.indiatimes.com/india/dizziness-on-jk-dais-halts-kharge-speech-says-wont-die-before-ousting-modi/articleshow/113792563.cms,Times of India,2024-09-30,"general-Dizziness on J&K dais halts Kharge speech, says won't die before ousting Modi news"
J&K set to get a majority BJP government for 1st time: PM Modi,Video content available.,https://timesofindia.indiatimes.com/india/jk-set-to-get-a-majority-bjp-government-for-1st-time-pm-modi/articleshow/113773962.cms,Times of India,2024-09-30,politics
Zoon to zyeun: How Iltija's PDP slogan has been adopted by NC,Video content available.,https://timesofindia.indiatimes.com/india/zoon-to-zyeun-how-iltijas-pdp-slogan-has-been-adopted-by-nc/articleshow/113776395.cms,Times of India,2024-09-30,general-Zoon to zyeun: How Iltija's PDP slogan has been adopted by NC news
PM Modi cites surgical strikes to mount attack against Congress,Video content available.,https://timesofindia.indiatimes.com/india/pm-modi-cites-surgical-strikes-to-mount-attack-against-congress/articleshow/113776542.cms,Times of India,2024-09-30,politics
BJP slams Rahul for Ayodhya event remark,Video content available.,https://timesofindia.indiatimes.com/india/bjp-slams-rahul-for-ayodhya-event-remark/articleshow/113776781.cms,Times of India,2024-09-30,general-BJP slams Rahul for Ayodhya event remark news
HC notice to ED over non-arrest of Haryana MLA,Video content available.,https://timesofindia.indiatimes.com/city/chandigarh/hc-notice-to-ed-over-non-arrest-of-hry-mla/articleshow/113752597.cms,Times of India,2024-09-30,general-HC notice to ED over non-arrest of Haryana MLA news
"Hulk Hogan's Dating History: Marriages, Ex-girlfriends and more",Video content available.,https://timesofindia.indiatimes.com/sports/wwe/top-stories/hulk-hogans-intriguing-love-life-journey-through-marriages-and-relationships/articleshow/113820210.cms,Times of India,2024-09-30,"general-Hulk Hogan's Dating History: Marriages, Ex-girlfriends and more news"
Who is Dominik Mysterio's sister? Exploring the Personal life of Rey Mysterio's daughter,Video content available.,https://timesofindia.indiatimes.com/sports/wwe/top-stories/unveiling-rey-mysterios-daughter-aalyah-gutierrezs-journey/articleshow/113747316.cms,Times of India,2024-09-30,general-Who is Dominik Mysterio's sister? Exploring the Personal life of Rey Mysterio's daughter news
WWE NXT Stars Tatum Paxley and Javier Bernal Get Married,Video content available.,https://timesofindia.indiatimes.com/sports/wwe/top-stories/wwe-nxt-stars-tatum-paxley-and-javier-bernal-get-married/articleshow/113818768.cms,Times of India,2024-09-30,general-WWE NXT Stars Tatum Paxley and Javier Bernal Get Married news
“Who’s got it better than us?” John Harbaugh’s father steals the spotlight with fiery postgame speech,Video content available.,https://timesofindia.indiatimes.com/sports/nfl/news/whos-got-it-better-than-us-john-harbaughs-father-steals-the-spotlight-with-fiery-postgame-speech/articleshow/113810986.cms,Times of India,2024-09-30,general-“Who’s got it better than us?” John Harbaugh’s father steals the spotlight with fiery postgame speech news
“That's on me”: The New York Jets’ Aaron Rodgers blames himself for the team's loss against Bo Nix and the Denver Broncos,Video content available.,https://timesofindia.indiatimes.com/sports/nfl/news/thats-on-me-the-new-york-jets-aaron-rodgers-blames-himself-for-the-teams-loss-against-bo-nix-and-the-denver-broncos/articleshow/113803152.cms,Times of India,2024-09-30,general-“That's on me”: The New York Jets’ Aaron Rodgers blames himself for the team's loss against Bo Nix and the Denver Broncos news
49ers' Christian McCaffrey aims for November comeback after Achilles treatment in Germany,Video content available.,https://timesofindia.indiatimes.com/sports/nfl/news/49ers-christian-mccaffrey-aims-for-november-comeback-after-achilles-treatment-in-germany/articleshow/113808512.cms,Times of India,2024-09-30,health
Pro-Khalistan preacher Amritpal Singh's backers to form political party,Video content available.,https://timesofindia.indiatimes.com/city/amritsar/pro-khalistani-preacher-amritpals-backers-to-form-political-party/articleshow/113807149.cms,Times of India,2024-09-30,politics
"Solar Eclipse 2024: Date, Time, Significance of 'Ring of Fire'",Video content available.,https://timesofindia.indiatimes.com/astrology/planets-transits/solar-eclipse-2024-date-time-significance-of-ring-of-fire/articleshow/113800997.cms,Times of India,2024-09-30,"general-Solar Eclipse 2024: Date, Time, Significance of 'Ring of Fire' news"
"Pisces Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/pisces-horoscope-for-october-love-health-and-wealth-insights/articleshow/113812252.cms,Times of India,2024-09-30,health
"Aquarius Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/aquarius-horoscope-for-october-love-health-and-wealth-insights/articleshow/113812131.cms,Times of India,2024-09-30,health
"Capricorn Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/capricorn-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811864.cms,Times of India,2024-09-30,health
"Sagittarius Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/sagittarius-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811680.cms,Times of India,2024-09-30,health
"Scorpio Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/scorpio-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811565.cms,Times of India,2024-09-30,health
5 simple tips to prevent snoring,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/5-simple-tips-to-prevent-snoring/articleshow/113813559.cms,Times of India,2024-09-30,general-5 simple tips to prevent snoring news
Ananya Panday dazzles in sheer-floral sari,Video content available.,https://timesofindia.indiatimes.com/life-style/fashion/celeb-style/ananya-panday-dazzles-in-sheer-floral-sari-showcasing-her-soft-girl-touch/articleshow/113815126.cms,Times of India,2024-09-30,general-Ananya Panday dazzles in sheer-floral sari news
5 women share experiences of sexual harassment at the workplace,Video content available.,https://timesofindia.indiatimes.com/life-style/relationships/work/5-women-share-experiences-of-sexual-harassment-at-the-workplace-and-how-they-dealt-with-it/articleshow/113772642.cms,Times of India,2024-09-30,general-5 women share experiences of sexual harassment at the workplace news
Haldi water vs lemon water: Which is best for skin?,Video content available.,https://timesofindia.indiatimes.com/life-style/beauty/haldi-water-vs-lemon-water-which-is-best-if-you-want-a-glowing-skin/articleshow/113817428.cms,Times of India,2024-09-30,general-Haldi water vs lemon water: Which is best for skin? news
10 baby girl names that sound royal,Video content available.,https://timesofindia.indiatimes.com/life-style/parenting/web-stories/10-baby-girl-names-that-sound-royal/photostory/113820456.cms,Times of India,2024-09-30,general-10 baby girl names that sound royal news
10 delicious Indian dishes that can be made with raw banana,Video content available.,https://recipes.timesofindia.com/web-stories/10-delicious-indian-dishes-that-can-be-made-with-raw-banana/photostory/113817198.cms,Times of India,2024-09-30,general-10 delicious Indian dishes that can be made with raw banana news
From Kullu ka Dussehra to Dilli ki Diwali: October festivals and places to travel to witness them,Video content available.,https://timesofindia.indiatimes.com/travel/destinations/from-kullu-ka-dussehra-to-dilli-ki-diwali-october-festivals-and-places-to-travel-to-witness-them/articleshow/113816517.cms,Times of India,2024-09-30,travel
"Libra Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/libra-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811453.cms,Times of India,2024-09-30,health
9 things that make Areca Palm the perfect indoor plant,Video content available.,https://timesofindia.indiatimes.com/life-style/home-garden/web-stories/9-things-that-make-areca-palm-the-perfect-indoor-plant/photostory/113804904.cms,Times of India,2024-09-30,general-9 things that make Areca Palm the perfect indoor plant news
Hezbollah Pounds Israeli Towns After Nasrallah's Body Recovered; IDF Also Reports Drone Strike,Video content available.,https://timesofindia.indiatimes.com/videos/international/hezbollah-pounds-israeli-towns-after-nasrallahs-body-recovered-idf-also-reports-drone-strike/videoshow/113816925.cms,Times of India,2024-09-30,general-Hezbollah Pounds Israeli Towns After Nasrallah's Body Recovered; IDF Also Reports Drone Strike news
Hezbollah Pounds Israeli Towns After Nasrallah's Body Recovered; IDF Also Reports Drone Strike,Video content available.,https://timesofindia.indiatimes.com/videos/international/hezbollah-pounds-israeli-towns-after-nasrallahs-body-recovered-idf-also-reports-drone-strike/videoshow/113816925.cms,Times of India,2024-09-30,general-Hezbollah Pounds Israeli Towns After Nasrallah's Body Recovered; IDF Also Reports Drone Strike news
Houthis 'Retaliate' To Israel's Yemen Bombardment; Drone Fired Towards Karish Gas Field | Watch,Video content available.,https://timesofindia.indiatimes.com/videos/international/houthis-retaliate-to-israels-yemen-bombardment-drone-fired-towards-karish-gas-field-watch/videoshow/113816786.cms,Times of India,2024-09-30,general-Houthis 'Retaliate' To Israel's Yemen Bombardment; Drone Fired Towards Karish Gas Field | Watch news
"Russian Missiles, 73 Drones Slam Into Kyiv For Over 5 Hours Before Putin's Address | Watch",Video content available.,https://timesofindia.indiatimes.com/videos/international/russian-missiles-73-drones-slam-into-kyiv-for-over-5-hours-before-putins-address-watch/videoshow/113814013.cms,Times of India,2024-09-30,"general-Russian Missiles, 73 Drones Slam Into Kyiv For Over 5 Hours Before Putin's Address | Watch news"
Diljit Makes Pakistani Fan's Night at Manchester Concert; Special Interaction Goes Viral,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/diljit-makes-pakistani-fans-night-at-manchester-concert-special-interaction-goes-viral/videoshow/113811242.cms,Times of India,2024-09-30,entertainment
Iranians Stage Protest As President 'Blocks' Khamenei's Revenge Strike Order,Video content available.,https://timesofindia.indiatimes.com/videos/international/iranians-stage-protest-as-president-blocks-khameneis-revenge-strike-order/videoshow/113813489.cms,Times of India,2024-09-30,politics
"Putin Counts Zelensky's Mistakes, Warns West In Special Video Message | 'Russia Will Win War'",Video content available.,https://timesofindia.indiatimes.com/videos/international/putin-counts-zelenskys-mistakes-warns-west-in-special-video-message-russia-will-win-war/videoshow/113812876.cms,Times of India,2024-09-30,"general-Putin Counts Zelensky's Mistakes, Warns West In Special Video Message | 'Russia Will Win War' news"
"Kalki Koechlin shares her unconventional breakup tactics: 'I would sleep with someone else and tell my boyfriend, so he would break up with me'",Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kalki-koechlin-shares-her-unconventional-breakup-tactics-i-would-sleep-with-someone-else-and-tell-my-boyfriend-so-he-would-break-up-with-me/articleshow/113789413.cms,Times of India,2024-09-30,"general-Kalki Koechlin shares her unconventional breakup tactics: 'I would sleep with someone else and tell my boyfriend, so he would break up with me' news"
When Samantha Ruth Prabhu confessed she would not forget anything from her relationship with Naga Chaitanya: 'Everything taught me something in life',Video content available.,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/when-samantha-ruth-prabhu-confessed-she-would-not-forget-anything-from-her-relationship-with-naga-chaitanya-everything-taught-me-something-in-life/articleshow/113678504.cms,Times of India,2024-09-30,general-When Samantha Ruth Prabhu confessed she would not forget anything from her relationship with Naga Chaitanya: 'Everything taught me something in life' news
Kalki Koechlin recalls being sidelined in her first marriage with Anurag Kashyap: 'My partner Guy Hershberg is so chilled out',Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kalki-koechlin-recalls-being-sidelined-in-her-first-marriage-with-anurag-kashyap-my-partner-guy-hershberg-is-so-chilled-out/articleshow/113792050.cms,Times of India,2024-09-30,general-Kalki Koechlin recalls being sidelined in her first marriage with Anurag Kashyap: 'My partner Guy Hershberg is so chilled out' news
New mom Deepika Padukone shares adorable video of baby with binoculars as hubby Ranveer Singh resumes work commitments,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/new-mom-deepika-padukone-shares-adorable-video-of-baby-with-binoculars-as-hubby-ranveer-singh-resumes-work-commitments/articleshow/113808859.cms,Times of India,2024-09-30,general-New mom Deepika Padukone shares adorable video of baby with binoculars as hubby Ranveer Singh resumes work commitments news
KBC16: Amitabh Bachchan on his affection for Shrikhand,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/kaun-banega-crorepati-16-amitabh-bachchan-opens-up-about-his-affection-for-shrikhand-and-the-comfort-of-maharashtrian-cuisines/articleshow/113815021.cms,Times of India,2024-09-30,general-KBC16: Amitabh Bachchan on his affection for Shrikhand news
Rajesh reveals he had applied for Shark Tank India,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/sarabhai-vs-sarabhai-fame-rajesh-kumar-reveals-he-had-applied-for-shark-tank-india-says-i-was-rejected-after-clearing-two-rounds-i-thought-being-an-actor-/articleshow/113809896.cms,Times of India,2024-09-30,general-Rajesh reveals he had applied for Shark Tank India news
Ankita- Vicky throw a party as Laughter Chefs’ wraps up,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/ankita-lokhande-vicky-jain-throw-a-party-as-laughter-chefs-wraps-up-nia-sharma-krishna-abhishek-and-others-join/articleshow/113807234.cms,Times of India,2024-09-30,politics
KKK14 winner fans’ reaction: Netizens praise Karan Veer,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/khatron-ke-khiladi-14-winner-fans-reaction-netizens-praise-karan-veer-mehra-for-lifting-the-trophy-express-love-to-gashmeer-mahajani/articleshow/113806035.cms,Times of India,2024-09-30,general-KKK14 winner fans’ reaction: Netizens praise Karan Veer news
Shah Rukh Khan recalls going through ‘tough time’ during son Aryan Khan's arrest; asks Sandeep Reddy Vanga to make a film like Pushpa for him,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/shah-rukh-khan-recalls-going-through-tough-time-during-son-aryan-khans-arrest-asks-sandeep-reddy-vanga-to-make-a-film-like-pushpa-for-him/articleshow/113790369.cms,Times of India,2024-09-30,reviews or opinion-based
"Throwback: When Aishwarya Rai discussed Karan Johar's support for Alia Bhatt, said she has 'opportunities literally on her lap'",Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/throwback-when-aishwarya-rai-discussed-karan-johars-support-for-alia-bhatt-said-she-has-opportunities-literally-on-her-lap/articleshow/113751839.cms,Times of India,2024-09-30,"general-Throwback: When Aishwarya Rai discussed Karan Johar's support for Alia Bhatt, said she has 'opportunities literally on her lap' news"
Fake currency notes with Anupam Kher's picture instead of Mahatma Gandhi worth Rs 1.60 crore siezed in Gujarat,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/fake-currency-notes-with-anupam-khers-picture-instead-of-mahatma-gandhi-worth-rs-1-60-crore-siezed-in-gujarat/articleshow/113798656.cms,Times of India,2024-09-30,general-Fake currency notes with Anupam Kher's picture instead of Mahatma Gandhi worth Rs 1.60 crore siezed in Gujarat news
'GOAT' clocks 25 days: Venkat Prabhu expresses gratitude towards fans for making the Vijay starrer a blockbuster hit,Video content available.,https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/goat-clocks-25-days-venkat-prabhu-expresses-gratitude-towards-fans-for-making-the-vijay-starrer-a-blockbuster-hit/articleshow/113786131.cms,Times of India,2024-09-30,general-'GOAT' clocks 25 days: Venkat Prabhu expresses gratitude towards fans for making the Vijay starrer a blockbuster hit news
"2nd Test, Day 4: India's batting lights up rain-hit B'desh clash",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/2nd-test-day-4-highlights-records-tumble-as-indias-batting-lights-up-rain-hit-bangladesh-clash/articleshow/113819409.cms,Times of India,2024-09-30,"general-2nd Test, Day 4: India's batting lights up rain-hit B'desh clash news"
'DOWN THE T' with Lorenzo Musetti,Video content available.,https://timesofindia.indiatimes.com/videos/sports/top-tennis-videos/down-the-t-with-lorenzo-musetti/videoshow/113166865.cms,Times of India,2024-09-30,general-'DOWN THE T' with Lorenzo Musetti news
Tennis Players Try Alcaraz's Bowling!,Video content available.,https://timesofindia.indiatimes.com/videos/sports/top-tennis-videos/tennis-players-try-alcarazs-bowling/videoshow/112933872.cms,Times of India,2024-09-30,sports
"SA20 Auction: Players, squads, date - everything you need to know",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/news/sa20-auction-players-purse-remaining-squads-date-everything-you-need-to-know/articleshow/113820446.cms,Times of India,2024-09-30,"general-SA20 Auction: Players, squads, date - everything you need to know news"
"Pant-Kohli hug after mix-up, Rohit's reaction caught on camera",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/rishabh-pant-virat-kohli-hug-after-mix-up-rohit-sharmas-reaction-caught-on-camera/articleshow/113817979.cms,Times of India,2024-09-30,"general-Pant-Kohli hug after mix-up, Rohit's reaction caught on camera news"
"After fastest 50 & 100 in Tests, India surpass Australia to become...",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/after-the-fastest-fifty-and-hundred-in-test-history-india-surpass-australia-to-become-/articleshow/113815552.cms,Times of India,2024-09-30,"general-After fastest 50 & 100 in Tests, India surpass Australia to become... news"
SA20 Rookie Draft: Complete list for 3rd season,Video content available.,https://timesofindia.indiatimes.com/sports/cricket/news/sa20-rookie-draft-complete-list-of-young-cricketers-registered-for-third-season/articleshow/113820208.cms,Times of India,2024-09-30,general-SA20 Rookie Draft: Complete list for 3rd season news
Swiggy Instamart launches 24/7 free delivery service in these cities,Video content available.,https://timesofindia.indiatimes.com/technology/tech-news/swiggy-instamart-launches-24/7-free-delivery-service-in-these-cities/articleshow/113817311.cms,Times of India,2024-09-30,general-Swiggy Instamart launches 24/7 free delivery service in these cities news
"Latest post office small savings schemes interest rates Oct-Dec 2024: Government announces rates for PPF, SSY, SCSS, NSC - check list",Video content available.,https://timesofindia.indiatimes.com/business/india-business/post-office-small-savings-schemes-latest-interest-rates-october-december-2024-ppf-ssy-scss-nsc-kisan-vikas-details/articleshow/113804507.cms,Times of India,2024-09-30,politics
"Over 90,000 Georgia residents sheltering a day after chemical plant fire sent chlorine into the air",Video content available.,https://timesofindia.indiatimes.com/world/us/over-90000-georgia-residents-sheltering-a-day-after-chemical-plant-fire-sent-chlorine-into-the-air/articleshow/113820326.cms,Times of India,2024-09-30,"general-Over 90,000 Georgia residents sheltering a day after chemical plant fire sent chlorine into the air news"
"CBSE Exam Day Guidelines 2024: Dos & Don'ts, Reporting Time, Admit Card Link and More",Video content available.,https://timesofindia.indiatimes.com/education/news/cbse-exam-day-guidelines-2024-dos-donts-reporting-time-and-more/articleshow/107682638.cms,Times of India,2024-09-30,"general-CBSE Exam Day Guidelines 2024: Dos & Don'ts, Reporting Time, Admit Card Link and More news"
"AI and Automation: Transforming Recruitment, Job Roles, and Skills Required",Video content available.,https://timesascent.com/articles/ai-and-automation-transforming-recruitment-job-roles-and-skills-required/158864,Times of India,2024-09-30,"general-AI and Automation: Transforming Recruitment, Job Roles, and Skills Required news"
Pay Gap Between India Inc CEOs and Median Employees Widens,Video content available.,https://timesascent.com/articles/pay-gap-between-india-inc-ceos-and-median-employees-widens/158863,Times of India,2024-09-30,general-Pay Gap Between India Inc CEOs and Median Employees Widens news
IT companies’ headcount rises in June quarter as hiring resumes,Video content available.,https://timesascent.com/articles/it-companies-headcount-rises-in-june-quarter-as-hiring-resumes/158862,Times of India,2024-09-30,general-IT companies’ headcount rises in June quarter as hiring resumes news
Exit Interviews Help HR Check Discrepancies at Work,Video content available.,https://timesascent.com/articles/exit-interviews-help-hr-check-discrepancies-at-work/158861,Times of India,2024-09-30,general-Exit Interviews Help HR Check Discrepancies at Work news
Can coconut oil be used for deep frying?,Video content available.,https://timesofindia.indiatimes.com/life-style/food-news/can-coconut-oil-be-used-for-deep-frying-heres-what-experts-say/articleshow/113801874.cms,Times of India,2024-09-30,general-Can coconut oil be used for deep frying? news
Watch: How to make Chicken Noodles,Video content available.,https://recipes.timesofindia.com/videos/watch-how-to-make-chicken-noodles/videoshow/102774953.cms,Times of India,2024-09-30,general-Watch: How to make Chicken Noodles news
Watch: 1-Minute Cookie Challenge,Video content available.,https://recipes.timesofindia.com/videos/watch-1-minute-cookie-challenge/videoshow/102745065.cms,Times of India,2024-09-30,general-Watch: 1-Minute Cookie Challenge news
Watch: How to make Vetrilai Nattukozhi,Video content available.,https://recipes.timesofindia.com/videos/watch-how-to-make-vetrilai-nattukozhi/videoshow/102685363.cms,Times of India,2024-09-30,general-Watch: How to make Vetrilai Nattukozhi news
Watch: How to make Blue Ice,Video content available.,https://recipes.timesofindia.com/videos/watch-how-to-make-blue-ice/videoshow/101374900.cms,Times of India,2024-09-30,general-Watch: How to make Blue Ice news
Lebanese Garlic Sauce,Video content available.,https://recipes.timesofindia.com/recipes/lebanese-garlic-sauce/rs84466179.cms,Times of India,2024-09-30,general-Lebanese Garlic Sauce news
Banana Cheela,Video content available.,https://recipes.timesofindia.com/recipes/banana-cheela/rs89586552.cms,Times of India,2024-09-30,general-Banana Cheela news
Chamomile Milk,Video content available.,https://recipes.timesofindia.com/beverage/non-alcoholic/chamomile-milk/rs89584105.cms,Times of India,2024-09-30,general-Chamomile Milk news
Boondi Ke Laddoo,Video content available.,https://recipes.timesofindia.com/recipes/boondi-ke-laddoo/rs84608690.cms,Times of India,2024-09-30,general-Boondi Ke Laddoo news
Heart Choco Pops,Video content available.,https://recipes.timesofindia.com/recipes/heart-choco-pops/rs89561225.cms,Times of India,2024-09-30,general-Heart Choco Pops news
Tips for kids staying far away on how to take care of their elderly parents,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/tips-for-kids-staying-far-away-on-how-to-take-care-of-their-elderly-parents/articleshow/113808696.cms,Times of India,2024-09-30,general-Tips for kids staying far away on how to take care of their elderly parents news
Solar eclipse on October 2: Will the 'ring of fire' impact health?,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/solar-eclipse-on-october-2-will-the-ring-of-fire-impact-health/photostory/113808641.cms,Times of India,2024-09-30,health
